entity_id,name,country_iso3,entity_type,sector_code,influence_score,rank,revenue_usd,employee_count,years_active
wiki:largest_italy_companies:gruppo-iren,Gruppo Iren,,company,,0.009972474919168871,665.0,8270000000.0,10583.0,
wiki:largest_italy_companies:fincantieri,Fincantieri,,company,,0.010654375953618412,659.0,7869000000.0,20792.0,
wiki:largest_italy_companies:pirelli,Pirelli,,company,,0.011186613186090176,653.0,7306000000.0,31214.0,
wiki:largest_mexico_companies:comisi-n-federal-de-electricidad,Comisión Federal de Electricidad,,company,,0.017111286131277204,606.0,6870000000.0,90000.0,
wiki:largest_italy_companies:iccrea-banca,ICCREA Banca,,company,,0.00910517567494766,675.0,6279000000.0,22144.0,
wiki:largest_italy_companies:nexi,Nexi,,company,,0.007202207967893678,699.0,5710000000.0,10221.0,
wiki:largest_italy_companies:banco-bpm,Banco BPM,,company,,0.008095031370923189,692.0,5624000000.0,19279.0,
wiki:largest_companies_by_revenue:state-grid-corporation-of-china,State Grid Corporation of China,CHN,company,,0.14856214788846542,129.0,545000000.0,1361423.0,
wiki:largest_asia_companies:china-national-petroleum-corporation,China National Petroleum Corporation,CHN,company,,0.11867274757133703,184.0,483000000.0,1087049.0,
wiki:largest_asia_companies:china-petrochemical-corporation,China Petrochemical Corporation,CHN,company,,0.057837989866198584,365.0,471000000.0,527487.0,
wiki:largest_companies_by_revenue:china-state-construction-engineering,China State Construction Engineering,CHN,company,,0.041960277873641205,430.0,320000000.0,382894.0,
wiki:largest_asia_companies:trafigura,Trafigura,SGP,company,,0.0016812965169876893,812.0,318000000.0,12347.0,
wiki:largest_companies_by_revenue:mckesson,McKesson,USA,company,,0.005545954951111445,722.0,308000000.0,48000.0,
wiki:largest_companies_by_revenue:agricultural-bank-of-china,Agricultural Bank of China,CHN,company,,0.049226884091294824,405.0,192000000.0,451003.0,
wiki:largest_asia_companies:ping-an-insurance,Ping An Insurance,CHN,company,,0.03760862793404835,452.0,181000000.0,344223.0,
wiki:largest_companies_by_revenue:china-railway-engineering-corporation,China Railway Engineering Corporation,CHN,company,,0.03433651459472026,468.0,178000000.0,314149.0,
wiki:largest_companies_by_revenue:bank-of-china,Bank of China,CHN,company,,0.0335455487856293,472.0,172000000.0,306931.0,
wiki:largest_companies_by_revenue:bmw-group,BMW Group,DEU,company,,0.01702160781145271,607.0,168000000.0,154950.0,
wiki:largest_asia_companies:china-national-offshore-oil-corporation,China National Offshore Oil Corporation,CHN,company,,0.009063536402493518,677.0,164000000.0,81775.0,
wiki:largest_asia_companies:china-railway-construction-corporation,China Railway Construction Corporation,CHN,company,,0.0373584478980798,454.0,163000000.0,342098.0,
wiki:largest_asia_companies:baowu,Baowu,CHN,company,,0.02687555349794804,509.0,161000000.0,245675.0,
wiki:largest_asia_companies:mitsubishi-group,Mitsubishi Group,JPN,company,,0.00883331127172931,680.0,159000000.0,79706.0,
wiki:largest_asia_companies:china-life-insurance-company,China Life Insurance Company,CHN,company,,0.019793581497289183,575.0,151000000.0,180619.0,
wiki:largest_asia_companies:china-mobile,China Mobile,CHN,company,,0.049300671618237694,404.0,139000000.0,452202.0,
wiki:largest_asia_companies:alibaba-group,Alibaba Group,CHN,company,,0.02570456918279623,515.0,129000000.0,235216.0,
wiki:largest_asia_companies:xiamen-c-and-d,Xiamen C & D,CHN,company,,0.004585410817315295,743.0,125000000.0,40959.0,
wiki:largest_asia_companies:shandong-energy,Shandong Energy,CHN,company,,0.0254410831824668,517.0,124000000.0,232841.0,
wiki:largest_asia_companies:honda-motor,Honda Motor,JPN,company,,0.021549561443336366,556.0,124000000.0,197039.0,
wiki:largest_asia_companies:china-energy-investment,China Energy Investment,CHN,company,,0.03390657853879089,469.0,121000000.0,310753.0,
wiki:largest_asia_companies:china-resources,China Resources,CHN,company,,0.0414273394083561,434.0,121000000.0,379944.0,
wiki:largest_asia_companies:china-southern-power-grid,China Southern Power Grid,CHN,company,,0.029599022677394237,493.0,113000000.0,271202.0,
wiki:largest_technology_companies_by_revenue:meta,Meta,,company,,0.008527174028040777,687.0,164.5,78450.0,
wiki:largest_technology_companies_by_revenue:jingdong,Jingdong,CHN,company,,0.06739130445674282,322.0,158.8,620000.0,
wiki:largest_technology_companies_by_revenue:alibaba,Alibaba,,company,,0.013513043564242152,640.0,137.3,124320.0,
wiki:largest_technology_companies_by_revenue:tencent,Tencent,CHN,company,,0.011458369602660853,651.0,91.8,105417.0,
wiki:largest_technology_companies_by_revenue:tsmc,TSMC,TWN,company,,0.009111413077188045,674.0,88.3,83825.0,
wiki:largest_technology_companies_by_revenue:lg-electronics,LG Electronics,KOR,company,,0.008152173914110243,690.0,57.7,75000.0,
wiki:largest_technology_companies_by_revenue:cisco,Cisco,,company,,0.009369565217391304,670.0,56.7,86200.0,
wd:Q20718,Samsung Electronics,KOR,company,,0.047626521739130435,411.0,,109541.0,
wd:Q4201636,Perusahaan Listrik Negara,IDN,company,,0.023534347826086956,535.0,,54129.0,
wd:Q623042,Bank Rakyat Indonesia,IDN,company,,0.034382173913043476,466.0,,79079.0,
wd:Q1636892,RAO UES,RUS,company,,0.2508695652173913,71.0,,577000.0,
wd:Q9584,Honda,JPN,company,,0.08871086956521738,245.0,,204035.0,
wd:Q1372049,Japan Post Holdings,JPN,company,,0.0012547826086956521,822.0,,2886.0,
wd:Q20165,Nissan,JPN,company,,0.05918869565217391,359.0,,136134.0,
wd:Q639447,Seven & I Holdings Co.,JPN,company,,0.00044217391304347825,865.0,,1017.0,
wd:Q717093,Itochu,JPN,company,,0.02717391304347826,507.0,,62500.0,
wd:Q329347,Lukoil,RUS,company,,0.04391304347826087,422.0,,101000.0,
wd:Q904240,Mitsui & Co.,JPN,company,,0.017402608695652175,603.0,,40026.0,
wd:Q201653,SoftBank Group,JPN,company,,0.02974,491.0,,68402.0,
wd:Q1141123,Rosneft,RUS,company,,0.14547826086956522,135.0,,334600.0,
wd:Q158888,Yamaha Motor Company,JPN,company,,0.023348260869565218,539.0,,53701.0,
wd:Q1584130,Syriatel,SYR,company,,0.001709130434782609,811.0,,3931.0,
wd:Q1768969,Pyaterochka,RUS,company,,0.06139130434782609,353.0,,141200.0,
wd:Q6718487,MTN Syria,SYR,company,,0.0005569565217391305,853.0,,1281.0,
wiki:fortune_500:walmart,Walmart,,company,,1.0,1.0,703060000000.0,,
wd:Q483551,Q483551,USA,company,,1.0,1.0,,2300000.0,
wd:Q1138452,Dongfeng Motor Corporation,CHN,company,,0.07016391304347826,305.0,,161377.0,
wiki:forbes_global_2000:berkshire-hathaway,Berkshire Hathaway,,company,,0.838434841963473,3.0,589470000000.0,,
wd:Q1114680,Comisión Federal de Electricidad,MEX,company,,0.039725652173913044,443.0,,91369.0,
wiki:fortune_global_500:state-grid,State Grid,,company,,0.7763206554025508,4.0,545800000000.0,,
wd:Q1368919,Mobile TeleSystems,RUS,company,,0.027391304347826086,506.0,,63000.0,
wiki:fortune_global_500:saudi-aramco,Saudi Aramco,,company,,0.7039228515108418,7.0,494900000000.0,,
wd:Q58707,Aeroflot,RUS,company,,0.01318608695652174,642.0,,30328.0,
wd:Q4258608,Lenta,RUS,company,,0.021956521739130434,549.0,,50500.0,
wd:Q1073540,China Telecommunications Corporation,CHN,company,,0.13469521739130436,154.0,,309799.0,
wiki:fortune_global_500:sinopec-group,Sinopec Group,,company,,0.6111853895513244,10.0,429700000000.0,,
wd:Q4036922,DNS (store chain),RUS,company,,0.016719565217391305,611.0,,38455.0,
wd:Q2365235,Ozon,RUS,company,,0.0052173913043478265,731.0,,12000.0,
wiki:fortune_global_500:china-national-petroleum,China National Petroleum,,company,,0.5998065598630401,11.0,421700000000.0,,
wiki:largest_japan_companies:toyota,Toyota,,company,,0.5844451397838563,13.0,410900000000.0,,
wiki:largest_private_companies_by_revenue:vitol,Vitol,CHE,company,,0.5689414843335688,15.0,400000000000.0,,
wiki:forbes_global_2000:apple-inc,Apple Inc.,,company,,0.5477484140391393,17.0,385100000000.0,,
wiki:largest_germany_companies:volkswagen-ag,Volkswagen AG,,company,,0.507953801911787,20.0,357122000000.0,,
wiki:largest_europe_companies_by_revenue:volkswagen,Volkswagen,DEU,company,,0.4955594116738232,21.0,348408000000.0,,
wiki:fortune_500:exxonmobil,ExxonMobil,,company,,0.4901430887421999,23.0,344600000000.0,,
wiki:largest_europe_companies_by_revenue:shell,Shell,GBR,company,,0.4596805393129517,26.0,323183000000.0,,
wd:Q4409407,Sakhalin Energy,RUS,company,,0.0009695652173913043,834.0,,2230.0,
wiki:fortune_500:alphabet-inc,Alphabet Inc.,,company,,0.4372315306916778,29.0,307400000000.0,,
wd:Q1068485,China Unicom,CHN,company,,0.020939999999999997,563.0,,48162.0,
wd:Q4161561,Dixy,RUS,company,,0.02521739130434783,518.0,,58000.0,
wiki:largest_manufacturing_companies_by_revenue:toyota-group,Toyota Group,JPN,company,,0.3651480669701076,38.0,256721000000.0,,
wiki:largest_manufacturing_companies_by_revenue:volkswagen-group,Volkswagen Group,DEU,company,,0.36122806014249365,39.0,253965000000.0,,
